user_id,total_logins,total_actions,total_time_spent,total_documents_created,avg_logins_per_day,avg_actions_per_day,avg_time_per_day,avg_documents_per_day,max_actions_in_day,days_active,activity_intensity,last_login_days_ago,plan_type,days_since_signup,country,churned,churn_risk_score,risk_segment
user_13,50,306,1310.2515256236302,59,0.78125,4.78125,20.47268008786922,0.921875,9,64,4.78125,0,basic,83,BR,0,0.006558872,Low Risk
user_14,72,322,1104.9772432531859,61,1.0909090909090908,4.878787878787879,16.74207944323009,0.9242424242424242,12,66,4.878787878787879,0,free,100,BR,0,0.005465155,Low Risk
user_15,50,194,715.3432252879928,35,1.3888888888888888,5.388888888888889,19.87064514688869,0.9722222222222222,12,36,5.388888888888889,2,basic,96,DE,0,0.0057927803,Low Risk
user_16,33,180,719.4594920750263,33,0.9705882352941176,5.294117647058823,21.160573296324305,0.9705882352941176,12,34,5.294117647058823,1,basic,48,AU,0,0.0050796783,Low Risk
user_17,61,322,1452.8713901759247,68,0.9104477611940298,4.8059701492537314,21.68464761456604,1.0149253731343284,11,67,4.8059701492537314,1,basic,69,UK,0,0.006558872,Low Risk
user_18,31,140,510.5255871727011,22,1.0689655172413792,4.827586206896552,17.604330592162107,0.7586206896551724,10,29,4.827586206896552,5,basic,50,UK,0,0.08715542,Low Risk
user_19,50,234,874.675902782453,50,1.0638297872340425,4.9787234042553195,18.61012559111602,1.0638297872340425,11,47,4.9787234042553195,0,basic,147,BR,0,0.0013987268,Low Risk
user_20,27,127,424.81604912749197,23,1.08,5.08,16.99264196509968,0.92,9,25,5.08,2,basic,198,DE,0,0.020759096,Low Risk
user_21,26,129,547.6987248837925,27,0.9629629629629629,4.777777777777778,20.28513795865898,1.0,9,27,4.777777777777778,6,basic,112,CA,1,0.5128481,Medium Risk
user_22,46,248,831.0950010657418,39,0.9583333333333334,5.166666666666667,17.314479188869623,0.8125,12,48,5.166666666666667,0,free,42,UK,0,0.009394716,Low Risk
user_23,25,126,591.0794583352874,25,1.0416666666666667,5.25,24.62831076397031,1.0416666666666667,10,24,5.25,1,basic,162,CA,0,0.02028098,Low Risk
user_24,46,157,694.9124739815758,40,1.2432432432432432,4.243243243243243,18.781418215718265,1.0810810810810811,8,37,4.243243243243243,1,free,70,AU,0,0.07796329,Low Risk
user_25,68,354,1327.071360957382,60,1.0303030303030303,5.363636363636363,20.107141832687606,0.9090909090909091,11,66,5.363636363636363,0,premium,8,UK,0,0.005465155,Low Risk
user_26,22,112,491.10483669333803,21,1.0,5.090909090909091,22.322947122424456,0.9545454545454546,13,22,5.090909090909091,5,basic,12,UK,0,0.081480116,Low Risk
user_27,32,183,737.9920027319133,29,0.8648648648648649,4.945945945945946,19.945729803565225,0.7837837837837838,11,37,4.945945945945946,3,premium,179,IN,0,0.0015737901,Low Risk
user_28,53,272,905.512619166088,50,1.0392156862745099,5.333333333333333,17.75514939541349,0.9803921568627451,10,51,5.333333333333333,1,basic,39,UK,0,0.005465155,Low Risk
user_29,49,240,1007.1640106841888,49,0.9245283018867925,4.528301886792453,19.00309454121111,0.9245283018867925,9,53,4.528301886792453,1,premium,142,US,0,0.016257355,Low Risk
user_30,60,302,1151.729307136915,78,0.9523809523809523,4.7936507936507935,18.281417573601825,1.2380952380952381,9,63,4.7936507936507935,1,premium,178,DE,0,0.0019801757,Low Risk
user_31,43,262,930.2954822242824,55,0.8431372549019608,5.137254901960785,18.241087886750634,1.0784313725490196,9,51,5.137254901960785,0,free,111,DE,0,0.007055803,Low Risk
user_32,59,299,1197.49795611207,63,1.0350877192982457,5.245614035087719,21.008736072141577,1.105263157894737,10,57,5.245614035087719,0,basic,151,CA,0,0.0014481306,Low Risk
user_33,28,121,413.3455481035779,24,1.12,4.84,16.533821924143115,0.96,13,25,4.84,4,basic,141,AU,0,0.022771418,Low Risk
user_34,35,163,530.6027176653112,38,1.1290322580645162,5.258064516129032,17.116216698881004,1.2258064516129032,9,31,5.258064516129032,1,premium,30,UK,0,0.006810411,Low Risk
user_35,46,181,673.9162440873852,33,1.3529411764705883,5.323529411764706,19.821066002570152,0.9705882352941176,11,34,5.323529411764706,0,basic,12,US,0,0.005465155,Low Risk
user_36,45,232,1017.5855469416375,49,0.9782608695652174,5.043478260869565,22.121424933513858,1.065217391304348,11,46,5.043478260869565,1,free,185,CA,0,0.0014481306,Low Risk
user_37,23,116,490.57552943599217,27,1.0,5.043478260869565,21.329370845043137,1.173913043478261,9,23,5.043478260869565,8,premium,10,IN,1,0.081480116,Low Risk
user_38,34,172,622.3546869176552,29,1.0,5.0588235294117645,18.304549615225152,0.8529411764705882,11,34,5.0588235294117645,1,premium,10,CA,0,0.005465155,Low Risk
user_39,36,200,730.6817238004986,48,0.8,4.444444444444445,16.23737164001108,1.0666666666666667,10,45,4.444444444444445,0,basic,25,CA,0,0.08704312,Low Risk
user_40,43,241,761.7812171312087,49,1.0238095238095237,5.738095238095238,18.13764802693354,1.1666666666666667,11,42,5.738095238095238,1,free,10,UK,0,0.005465155,Low Risk
user_41,19,99,410.2178137845169,19,0.9047619047619048,4.714285714285714,19.53418160878652,0.9047619047619048,10,21,4.714285714285714,0,premium,149,IN,0,0.10098347,Low Risk
user_42,58,277,1119.9387261415184,55,1.1372549019607843,5.431372549019608,21.95958286551997,1.0784313725490196,11,51,5.431372549019608,5,basic,92,CA,0,0.00538432,Low Risk
user_43,28,154,480.4842570490707,35,0.875,4.8125,15.01513303278346,1.09375,11,32,4.8125,1,basic,145,US,0,0.0023026755,Low Risk
user_44,58,326,1411.624594820069,58,0.8923076923076924,5.015384615384615,21.717301458770294,0.8923076923076924,10,65,5.015384615384615,0,premium,136,US,0,0.0017048361,Low Risk
user_45,57,263,1168.8798622329039,42,1.0961538461538463,5.0576923076923075,22.478458889094306,0.8076923076923077,10,52,5.0576923076923075,0,basic,69,DE,0,0.0050796783,Low Risk
user_46,42,283,888.6997198790658,50,0.8571428571428571,5.775510204081633,18.13672897712379,1.0204081632653061,12,49,5.775510204081633,0,premium,149,IN,0,0.0014844241,Low Risk
user_47,71,315,1130.7141625193224,68,1.1833333333333333,5.25,18.845236041988706,1.1333333333333333,14,60,5.25,1,free,65,IN,0,0.005465155,Low Risk
user_48,20,98,467.81943127971954,20,0.9523809523809523,4.666666666666667,22.27711577522474,0.9523809523809523,10,21,4.666666666666667,1,basic,179,DE,1,0.3424617,Medium Risk
user_49,40,178,768.6167353245402,40,1.0526315789473684,4.684210526315789,20.226756192751058,1.0526315789473684,10,38,4.684210526315789,0,basic,127,CA,0,0.021500858,Low Risk
user_50,33,189,758.329600783726,34,0.9428571428571428,5.4,21.666560022392172,0.9714285714285714,10,35,5.4,2,free,33,IN,0,0.0069515957,Low Risk
user_51,69,315,1056.1500560219731,67,1.1311475409836065,5.163934426229508,17.31393534462251,1.098360655737705,12,61,5.163934426229508,1,free,182,US,0,0.0013987268,Low Risk
user_52,33,179,661.9521844377938,39,0.9428571428571428,5.114285714285714,18.912919555365537,1.1142857142857143,10,35,5.114285714285714,8,premium,68,US,0,0.007478057,Low Risk
user_53,57,285,1127.596021725881,51,1.0555555555555556,5.277777777777778,20.881407809738537,0.9444444444444444,10,54,5.277777777777778,0,basic,111,UK,0,0.0050796783,Low Risk
user_54,53,248,1183.0173092704765,46,1.0392156862745099,4.862745098039215,23.196417828832875,0.9019607843137255,12,51,4.862745098039215,0,free,140,IN,0,0.0014481306,Low Risk
user_55,49,247,1011.1454741680542,50,1.0208333333333333,5.145833333333333,21.065530711834462,1.0416666666666667,10,48,5.145833333333333,0,premium,186,CA,0,0.0014481306,Low Risk
user_56,35,128,536.2462154396995,28,1.2962962962962963,4.7407407407407405,19.860970942211093,1.037037037037037,8,27,4.7407407407407405,10,premium,191,DE,0,0.023108745,Low Risk
user_57,64,321,1145.7798660334654,53,1.0,5.015625,17.902810406772897,0.828125,10,64,5.015625,3,basic,110,DE,0,0.0057927803,Low Risk
user_58,59,273,1119.8704127073806,50,1.0350877192982457,4.7894736842105265,19.64684934574352,0.8771929824561403,11,57,4.7894736842105265,0,premium,147,CA,0,0.0013987268,Low Risk
user_59,39,167,734.5555942858779,36,1.0833333333333333,4.638888888888889,20.404322063496608,1.0,9,36,4.638888888888889,0,free,70,AU,0,0.07283879,Low Risk
user_60,45,282,1029.0754975418386,52,0.8823529411764706,5.529411764705882,20.177950932192914,1.0196078431372548,11,51,5.529411764705882,0,free,116,BR,0,0.007055803,Low Risk
user_61,19,126,562.7828109871256,24,0.7916666666666666,5.25,23.44928379113023,1.0,10,24,5.25,0,premium,108,UK,0,0.11449536,Low Risk
user_62,19,99,490.22871200476277,25,0.8636363636363636,4.5,22.28312327294376,1.1363636363636365,8,22,4.5,4,premium,89,DE,0,0.6987286,High Risk
user_63,62,297,1215.5589629005897,70,1.0163934426229508,4.868852459016393,19.92719611312442,1.1475409836065573,10,61,4.868852459016393,0,premium,12,IN,0,0.005465155,Low Risk
user_64,33,168,554.1350110020325,29,1.064516129032258,5.419354838709677,17.875322935549434,0.9354838709677419,11,31,5.419354838709677,0,basic,1,UK,0,0.005465155,Low Risk
user_65,32,206,925.477007300733,41,0.8,5.15,23.136925182518326,1.025,8,40,5.15,2,premium,28,IN,0,0.0069515957,Low Risk
user_66,54,305,1176.4179614411394,48,0.9152542372881356,5.169491525423729,19.93928748205321,0.8135593220338984,11,59,5.169491525423729,1,premium,192,AU,0,0.0014844241,Low Risk
user_67,37,196,789.5402234843086,33,0.9736842105263158,5.157894736842105,20.777374302218647,0.868421052631579,11,38,5.157894736842105,1,premium,25,US,0,0.0050796783,Low Risk
user_68,43,190,601.2278243796235,36,1.1944444444444444,5.277777777777778,16.700772899433986,1.0,10,36,5.277777777777778,1,premium,165,UK,0,0.0013987268,Low Risk
user_69,21,107,493.3268016324671,29,0.875,4.458333333333333,20.555283401352796,1.2083333333333333,8,24,4.458333333333333,3,basic,119,DE,0,0.3819741,Medium Risk
user_70,24,139,471.1789348565479,15,0.96,5.56,18.847157394261917,0.6,14,25,5.56,0,basic,36,UK,0,0.14367817,Low Risk
user_71,61,294,1413.9320281943874,65,1.0166666666666666,4.9,23.56553380323979,1.0833333333333333,10,60,4.9,0,basic,150,UK,0,0.0014481306,Low Risk
user_72,34,195,697.869069237549,40,0.8947368421052632,5.131578947368421,18.364975506251287,1.0526315789473684,9,38,5.131578947368421,0,premium,96,UK,0,0.007055803,Low Risk
user_73,36,200,730.352114818044,51,0.8571428571428571,4.761904761904762,17.389336067096288,1.2142857142857142,10,42,4.761904761904762,1,premium,68,BR,0,0.027629016,Low Risk
user_74,35,207,835.9778646692887,43,0.875,5.175,20.899446616732217,1.075,12,40,5.175,4,free,198,UK,0,0.001629367,Low Risk
user_75,63,333,1454.454421484628,52,0.9692307692307692,5.123076923076923,22.37622186899428,0.8,12,65,5.123076923076923,1,basic,66,IN,0,0.0050796783,Low Risk
user_76,22,141,763.227095717516,39,0.7096774193548387,4.548387096774194,24.62022889411342,1.2580645161290323,12,31,4.548387096774194,1,basic,146,US,0,0.0760723,Low Risk
user_77,34,181,773.5399084423144,37,0.918918918918919,4.891891891891892,20.906484011954444,1.0,12,37,4.891891891891892,5,basic,94,AU,0,0.0069515957,Low Risk
user_78,51,326,1034.9080100856431,61,0.796875,5.09375,16.170437657588174,0.953125,9,64,5.09375,1,premium,196,CA,0,0.0014844241,Low Risk
user_79,67,304,1131.8890780922586,60,1.098360655737705,4.983606557377049,18.555558657250142,0.9836065573770492,12,61,4.983606557377049,0,free,146,UK,0,0.0013987268,Low Risk
user_80,29,150,639.897661371193,42,0.9354838709677419,4.838709677419355,20.64186004423203,1.3548387096774193,12,31,4.838709677419355,3,free,9,DE,0,0.03587601,Low Risk
user_81,46,267,933.8980173619143,59,0.8846153846153846,5.134615384615385,17.95957725695989,1.1346153846153846,10,52,5.134615384615385,0,basic,54,UK,0,0.007055803,Low Risk
user_82,41,241,1046.0208810512863,46,0.8541666666666666,5.020833333333333,21.792101688568465,0.9583333333333334,10,48,5.020833333333333,2,free,156,DE,0,0.001629367,Low Risk
user_83,28,122,649.0568845466187,14,1.12,4.88,25.962275381864746,0.56,11,25,4.88,3,basic,38,IN,0,0.081480116,Low Risk
user_84,34,203,818.1121768033224,45,0.8292682926829268,4.951219512195122,19.953955531788353,1.0975609756097562,11,41,4.951219512195122,1,premium,10,DE,0,0.007055803,Low Risk
user_85,24,128,537.9833548801294,23,1.0,5.333333333333333,22.41597312000539,0.9583333333333334,11,24,5.333333333333333,2,premium,186,CA,0,0.021477604,Low Risk
user_86,64,329,1194.874492249504,67,1.0491803278688525,5.39344262295082,19.58810643031974,1.098360655737705,16,61,5.39344262295082,0,basic,105,US,0,0.005465155,Low Risk
user_87,39,168,600.1344352891427,31,1.1470588235294117,4.9411764705882355,17.651012802621846,0.9117647058823529,10,34,4.9411764705882355,0,basic,152,DE,0,0.0013987268,Low Risk
user_88,60,325,1226.5680354150684,62,0.9836065573770492,5.327868852459017,20.107672711722433,1.0163934426229508,12,61,5.327868852459017,0,basic,185,DE,0,0.0013987268,Low Risk
user_89,22,117,515.4453039690749,30,0.88,4.68,20.617812158762995,1.2,10,25,4.68,3,basic,0,US,0,0.3819741,Medium Risk
user_90,47,251,1059.5680802474344,42,0.9791666666666666,5.229166666666667,22.074335005154882,0.875,10,48,5.229166666666667,0,free,10,CA,0,0.0050796783,Low Risk
user_91,36,156,617.4190699639455,24,1.125,4.875,19.294345936373297,0.75,13,32,4.875,1,basic,160,UK,0,0.005666734,Low Risk
user_92,74,349,1279.205211772074,75,1.121212121212121,5.287878787878788,19.38189714806173,1.1363636363636365,11,66,5.287878787878788,0,premium,118,DE,0,0.005465155,Low Risk
user_93,37,135,616.612955815636,35,1.1935483870967742,4.354838709677419,19.890740510181807,1.1290322580645162,8,31,4.354838709677419,3,basic,89,US,0,0.26481217,Low Risk
user_94,19,118,412.98281628101427,16,0.9047619047619048,5.619047619047619,19.665848394334013,0.7619047619047619,13,21,5.619047619047619,5,premium,147,IN,0,0.026186645,Low Risk
user_95,30,133,581.0995009478581,23,1.1111111111111112,4.925925925925926,21.522203738809562,0.8518518518518519,12,27,4.925925925925926,2,basic,176,US,0,0.021477604,Low Risk
user_96,59,280,1149.8833476740988,47,1.0925925925925926,5.185185185185185,21.294136068038867,0.8703703703703703,11,54,5.185185185185185,0,basic,46,IN,0,0.0050796783,Low Risk
user_97,30,181,547.5086012257982,31,1.0,6.033333333333333,18.250286707526605,1.0333333333333334,10,30,6.033333333333333,1,basic,12,CA,0,0.005465155,Low Risk
user_98,16,127,479.30202026353913,30,0.6666666666666666,5.291666666666667,19.970917510980797,1.25,10,24,5.291666666666667,0,basic,76,UK,0,0.043194212,Low Risk
user_99,45,219,979.5588637014096,50,0.9375,4.5625,20.4074763271127,1.0416666666666667,10,48,4.5625,0,premium,159,US,0,0.01512224,Low Risk
user_100,40,256,950.0739790917448,52,0.8,5.12,19.001479581834896,1.04,11,50,5.12,0,free,43,AU,0,0.007055803,Low Risk
user_101,39,186,680.3503101154688,27,1.0833333333333333,5.166666666666667,18.89861972542969,0.75,11,36,5.166666666666667,1,basic,185,AU,0,0.0045463555,Low Risk
user_102,38,218,1024.5250632494312,46,0.8636363636363636,4.954545454545454,23.284660528396163,1.0454545454545454,9,44,4.954545454545454,0,basic,155,BR,0,0.00153685,Low Risk
user_103,43,181,747.0111576012583,41,1.303030303030303,5.484848484848484,22.636701745492676,1.2424242424242424,10,33,5.484848484848484,1,premium,135,DE,0,0.0014481306,Low Risk
user_104,50,250,952.9403949513563,42,1.0,5.0,19.058807899027126,0.84,13,50,5.0,0,free,111,CA,0,0.005465155,Low Risk
user_105,30,170,652.1572476808709,26,0.9090909090909091,5.151515151515151,19.76234083881427,0.7878787878787878,11,33,5.151515151515151,2,premium,129,US,0,0.022698995,Low Risk
user_106,68,289,1319.0798029939065,76,1.1147540983606556,4.737704918032787,21.624259065473876,1.2459016393442623,9,61,4.737704918032787,1,basic,191,AU,0,0.004781576,Low Risk
user_107,57,314,1486.2372515868126,56,0.890625,4.90625,23.222457056043947,0.875,12,64,4.90625,0,free,112,DE,0,0.006558872,Low Risk
user_108,43,244,1101.555267018956,46,0.86,4.88,22.03110534037912,0.92,14,50,4.88,0,premium,71,AU,0,0.006558872,Low Risk
user_109,65,343,1415.1486491531489,71,0.9701492537313433,5.119402985074627,21.121621629151477,1.0597014925373134,9,67,5.119402985074627,0,premium,64,US,0,0.0050796783,Low Risk
user_110,55,337,1187.5193798026473,53,0.873015873015873,5.349206349206349,18.849513965121385,0.8412698412698413,11,63,5.349206349206349,0,premium,137,IN,0,0.0014844241,Low Risk
user_111,41,180,581.9472252489235,45,1.2058823529411764,5.294117647058823,17.116094860262454,1.3235294117647058,12,34,5.294117647058823,1,basic,61,US,0,0.005465155,Low Risk
user_112,24,119,366.87689599277905,28,1.0434782608695652,5.173913043478261,15.951169390990394,1.2173913043478262,10,23,5.173913043478261,0,basic,119,BR,0,0.02838151,Low Risk
user_113,68,315,1361.1455826239865,55,1.0793650793650793,5.0,21.605485438475977,0.873015873015873,10,63,5.0,0,basic,64,US,0,0.0050796783,Low Risk
user_114,54,225,1052.4750203644182,49,1.0384615384615385,4.326923076923077,20.239904237777274,0.9423076923076923,8,52,4.326923076923077,2,premium,37,US,0,0.0634613,Low Risk
user_115,56,318,1126.3344231410028,64,0.9180327868852459,5.213114754098361,18.46449874001644,1.0491803278688525,9,61,5.213114754098361,0,free,37,BR,0,0.007055803,Low Risk
user_116,56,258,1022.9148736406696,45,1.1666666666666667,5.375,21.310726534180617,0.9375,13,48,5.375,0,basic,167,CA,0,0.0014481306,Low Risk
user_117,51,298,1345.316085036187,56,0.85,4.966666666666667,22.421934750603114,0.9333333333333333,12,60,4.966666666666667,1,free,77,US,0,0.006558872,Low Risk
user_118,21,121,425.7998658542165,24,0.6774193548387096,3.903225806451613,13.735479543684402,0.7741935483870968,8,31,3.903225806451613,2,free,195,BR,0,0.24120077,Low Risk
user_119,23,157,823.7954763435574,32,0.7419354838709677,5.064516129032258,26.574047623985724,1.032258064516129,11,31,5.064516129032258,1,basic,159,DE,0,0.0019170109,Low Risk
user_120,56,282,1210.0051429007212,70,0.9491525423728814,4.779661016949152,20.508561744080023,1.1864406779661016,10,59,4.779661016949152,1,basic,172,IN,0,0.001379333,Low Risk
user_121,52,294,994.7909741419168,52,0.9122807017543859,5.157894736842105,17.452473230559942,0.9122807017543859,10,57,5.157894736842105,0,basic,65,IN,0,0.007055803,Low Risk
user_122,50,282,940.0433109471549,36,1.0,5.64,18.800866218943096,0.72,10,50,5.64,0,premium,128,US,0,0.005465155,Low Risk
user_123,42,203,836.4923889450215,49,1.024390243902439,4.951219512195122,20.402253388902963,1.1951219512195121,14,41,4.951219512195122,0,premium,188,CA,0,0.0012996949,Low Risk
user_124,62,317,1117.7595934623541,64,0.96875,4.953125,17.464993647849283,1.0,11,64,4.953125,0,free,38,CA,0,0.005465155,Low Risk
user_125,41,168,837.0761621900015,36,1.1388888888888888,4.666666666666667,23.25211561638893,1.0,10,36,4.666666666666667,1,free,167,DE,0,0.014599994,Low Risk
user_126,34,199,793.6773656478758,49,0.8095238095238095,4.738095238095238,18.897080134473235,1.1666666666666667,11,42,4.738095238095238,2,basic,152,US,0,0.0051949862,Low Risk
user_127,36,181,809.9578949018896,29,0.9,4.525,20.248947372547242,0.725,8,40,4.525,0,basic,49,IN,0,0.08704312,Low Risk
user_128,29,169,654.8398774452198,40,0.90625,5.28125,20.46374617016312,1.25,12,32,5.28125,0,free,138,CA,0,0.001379333,Low Risk
user_129,64,312,1089.9228849089807,63,1.0666666666666667,5.2,18.165381415149678,1.05,13,60,5.2,0,free,163,US,0,0.0013987268,Low Risk
user_130,56,223,987.6360430528182,44,1.1666666666666667,4.645833333333333,20.575750896933712,0.9166666666666666,9,48,4.645833333333333,3,basic,101,AU,0,0.059228778,Low Risk
user_131,36,216,729.1923889491198,57,0.8181818181818182,4.909090909090909,16.57255429429818,1.2954545454545454,9,44,4.909090909090909,1,premium,28,CA,0,0.007055803,Low Risk
user_132,49,280,954.842008710038,58,0.9245283018867925,5.283018867924528,18.01588695679317,1.0943396226415094,12,53,5.283018867924528,0,free,96,BR,0,0.007055803,Low Risk
user_133,47,321,1274.92164846516,61,0.7966101694915254,5.440677966101695,21.60884149940949,1.0338983050847457,10,59,5.440677966101695,0,premium,165,AU,0,0.00153685,Low Risk
user_134,46,229,917.9083393795154,48,1.0454545454545454,5.204545454545454,20.86155316771626,1.0909090909090908,13,44,5.204545454545454,0,basic,7,CA,0,0.0050796783,Low Risk
user_135,26,133,581.3181746570546,25,1.0,5.115384615384615,22.358391332963638,0.9615384615384616,10,26,5.115384615384615,0,free,99,IN,0,0.07720418,Low Risk
user_136,53,296,1320.2190511897247,62,0.8833333333333333,4.933333333333334,22.00365085316208,1.0333333333333334,10,60,4.933333333333334,1,basic,25,UK,0,0.006558872,Low Risk
user_137,19,137,511.52729579068074,15,0.7307692307692307,5.269230769230769,19.674126761180027,0.5769230769230769,10,26,5.269230769230769,0,free,69,AU,0,0.11167675,Low Risk
user_138,65,308,1171.7090385961208,67,1.0655737704918034,5.049180327868853,19.208344895018374,1.098360655737705,12,61,5.049180327868853,0,basic,199,DE,0,0.0013987268,Low Risk
user_139,57,263,1053.4112499004561,54,1.1176470588235294,5.1568627450980395,20.655122547067766,1.0588235294117647,11,51,5.1568627450980395,0,free,195,DE,0,0.0012996949,Low Risk
user_140,53,239,1023.1417657827756,53,1.06,4.78,20.46283531565551,1.06,10,50,4.78,0,free,58,IN,0,0.0050796783,Low Risk
user_141,38,189,649.6892740141914,29,1.0555555555555556,5.25,18.046924278171982,0.8055555555555556,10,36,5.25,3,basic,97,CA,0,0.0057927803,Low Risk
user_142,47,272,1115.2098739348792,60,0.8867924528301887,5.132075471698113,21.04169573462036,1.1320754716981132,11,53,5.132075471698113,1,free,173,US,0,0.00153685,Low Risk
user_143,57,262,1018.1285935937268,57,1.0178571428571428,4.678571428571429,18.18086774274512,1.0178571428571428,10,56,4.678571428571429,0,free,63,CA,0,0.0634613,Low Risk
user_144,55,249,921.0772440800373,46,1.1,4.98,18.421544881600745,0.92,13,50,4.98,4,basic,185,IN,0,0.0014829413,Low Risk
user_145,37,198,903.8770569891435,39,0.9024390243902439,4.829268292682927,22.045781877783988,0.9512195121951219,11,41,4.829268292682927,0,free,110,DE,0,0.006558872,Low Risk
user_146,30,112,519.854952386913,23,1.2,4.48,20.79419809547652,0.92,7,25,4.48,1,premium,158,CA,0,0.22041637,Low Risk
user_147,29,158,686.4465739323226,31,0.8529411764705882,4.647058823529412,20.189605115656548,0.9117647058823529,10,34,4.647058823529412,0,free,76,DE,0,0.10632218,Low Risk
user_148,30,219,832.6664504232838,43,0.7142857142857143,5.214285714285714,19.82539167674485,1.0238095238095237,12,42,5.214285714285714,1,basic,21,AU,0,0.007055803,Low Risk
user_149,49,269,1333.3651172786658,52,0.9074074074074074,4.981481481481482,24.69194661627159,0.9629629629629629,10,54,4.981481481481482,1,basic,137,US,0,0.00153685,Low Risk
user_150,66,299,1358.573739888427,62,1.0153846153846153,4.6,20.901134459821954,0.9538461538461539,9,65,4.6,0,basic,104,AU,0,0.059228778,Low Risk
user_151,69,337,1328.262172263929,59,1.1311475409836065,5.524590163934426,21.774789709244736,0.9672131147540983,10,61,5.524590163934426,0,basic,148,DE,0,0.0014481306,Low Risk
user_152,56,331,1224.3150771453506,58,0.8888888888888888,5.253968253968254,19.433572653100804,0.9206349206349206,10,63,5.253968253968254,0,free,104,DE,0,0.007055803,Low Risk
user_153,25,165,558.5786908295098,25,0.8333333333333334,5.5,18.619289694316993,0.8333333333333334,11,30,5.5,3,premium,68,UK,0,0.02816626,Low Risk
user_154,42,251,1129.492989569294,48,0.8936170212765957,5.340425531914893,24.031765735516892,1.0212765957446808,11,47,5.340425531914893,1,premium,49,UK,0,0.006558872,Low Risk
user_155,18,117,465.2237398374246,20,0.8181818181818182,5.318181818181818,21.146533628973845,0.9090909090909091,10,22,5.318181818181818,0,premium,57,AU,0,0.11449536,Low Risk
user_156,84,342,1116.1542148031044,56,1.3125,5.34375,17.439909606298507,0.875,11,64,5.34375,0,free,29,BR,0,0.005465155,Low Risk
user_157,50,231,1174.076372193455,53,1.0204081632653061,4.714285714285714,23.960742289662345,1.0816326530612246,9,49,4.714285714285714,0,free,171,AU,0,0.004781576,Low Risk
user_158,53,338,1206.5644775304286,59,0.8688524590163934,5.540983606557377,19.779745533285713,0.9672131147540983,11,61,5.540983606557377,1,basic,164,UK,0,0.0014844241,Low Risk
user_159,71,347,1509.9671551236538,55,1.0757575757575757,5.257575757575758,22.87829022914627,0.8333333333333334,10,66,5.257575757575758,1,basic,187,DE,0,0.0014481306,Low Risk
user_160,33,201,787.6316538184946,45,0.825,5.025,19.690791345462365,1.125,9,40,5.025,0,basic,40,IN,0,0.007055803,Low Risk
user_161,57,317,1442.2943674413912,66,0.9047619047619048,5.031746031746032,22.89356138795859,1.0476190476190477,10,63,5.031746031746032,1,premium,129,AU,0,0.006558872,Low Risk
user_162,67,360,1266.1673148897619,70,0.9852941176470589,5.294117647058823,18.620107571908264,1.0294117647058822,11,68,5.294117647058823,0,free,13,DE,0,0.005465155,Low Risk
user_163,62,264,1229.8139937067924,66,1.0508474576271187,4.47457627118644,20.844304978081226,1.11864406779661,11,59,4.47457627118644,0,premium,114,IN,0,0.059228778,Low Risk
